Date,Value
02/03/2010,0.01
03/03/2010,0.01
04/03/2010,0.01
05/03/2010,0.01
06/03/2010,0.01
07/03/2010,0.01
08/03/2010,0.01
09/03/2010,0.01
10/03/2010,0.01
11/03/2010,0.01
12/03/2010,0.01
13/03/2010,0.01
14/03/2010,0.01
15/03/2010,0.01
16/03/2010,0.01
17/03/2010,0.01
18/03/2010,0.01
19/03/2010,0.01
20/03/2010,0.01
21/03/2010,0.01
22/03/2010,0.01
23/03/2010,0.01
24/03/2010,0.01
25/03/2010,0.01
26/03/2010,0.01
27/03/2010,0.01
28/03/2010,0.01
29/03/2010,0.01
30/03/2010,0.01
31/03/2010,0.01
01/04/2010,0.01
02/04/2010,0.01
03/04/2010,0.01
04/04/2010,0.01
05/04/2010,0.01
06/04/2010,0.01
07/04/2010,0.01
08/04/2010,0.01
09/04/2010,0.01
10/04/2010,0.01
11/04/2010,0.01
12/04/2010,0.01
13/04/2010,0.01
14/04/2010,0.01
15/04/2010,0.01
16/04/2010,0.01
17/04/2010,0.01
18/04/2010,0.01
19/04/2010,0.01
20/04/2010,0.01
21/04/2010,0.01
22/04/2010,0.01
23/04/2010,0.01
24/04/2010,0.01
25/04/2010,0.0
26/04/2010,0.0
27/04/2010,0.0
28/04/2010,0.0
29/04/2010,0.0
30/04/2010,0.0
01/05/2010,0.0
02/05/2010,0.0
03/05/2010,0.0
04/05/2010,0.0
05/05/2010,0.0
06/05/2010,0.0
07/05/2010,0.0
08/05/2010,0.0
09/05/2010,0.0
10/05/2010,0.0
11/05/2010,0.0
12/05/2010,0.0
13/05/2010,0.0
14/05/2010,0.0
15/05/2010,0.0
16/05/2010,0.0
17/05/2010,0.0
18/05/2010,0.0
19/05/2010,0.0
20/05/2010,0.0
21/05/2010,0.0
22/05/2010,0.0
23/05/2010,0.0
24/05/2010,0.0
25/05/2010,0.0
26/05/2010,0.0
27/05/2010,0.0
28/05/2010,0.0
29/05/2010,0.0
30/05/2010,0.0
31/05/2010,0.0
01/06/2010,0.0
02/06/2010,0.0
03/06/2010,0.0
04/06/2010,0.0
05/06/2010,0.0
06/06/2010,0.0
07/06/2010,0.0
08/06/2010,0.0
09/06/2010,0.0
10/06/2010,0.0
11/06/2010,0.0
12/06/2010,0.0
13/06/2010,0.0
14/06/2010,0.0
15/06/2010,0.0
16/06/2010,0.0
17/06/2010,0.0
18/06/2010,0.0
19/06/2010,0.0
20/06/2010,0.0
21/06/2010,0.0
22/06/2010,0.0
23/06/2010,0.0
24/06/2010,0.01
25/06/2010,0.01
26/06/2010,0.0
27/06/2010,0.0
28/06/2010,0.01
29/06/2010,0.01
30/06/2010,0.01
01/07/2010,0.01
02/07/2010,0.01
03/07/2010,0.01
04/07/2010,0.01
05/07/2010,0.01
06/07/2010,0.01
07/07/2010,0.01
08/07/2010,0.01
09/07/2010,0.01
10/07/2010,0.01
11/07/2010,0.01
12/07/2010,0.01
13/07/2010,0.02
14/07/2010,0.02
15/07/2010,0.03
16/07/2010,0.06
17/07/2010,0.07
18/07/2010,0.09
19/07/2010,0.08
20/07/2010,0.07
21/07/2010,0.08
22/07/2010,0.05
23/07/2010,0.06
24/07/2010,0.05
25/07/2010,0.05
26/07/2010,0.06
27/07/2010,0.06
28/07/2010,0.06
29/07/2010,0.07
30/07/2010,0.06
31/07/2010,0.07
01/08/2010,0.06
02/08/2010,0.06
03/08/2010,0.06
04/08/2010,0.06
05/08/2010,0.06
06/08/2010,0.06
07/08/2010,0.06
08/08/2010,0.06
09/08/2010,0.07
10/08/2010,0.07
11/08/2010,0.07
12/08/2010,0.07
13/08/2010,0.06
14/08/2010,0.07
15/08/2010,0.07
16/08/2010,0.07
17/08/2010,0.07
18/08/2010,0.07
19/08/2010,0.07
20/08/2010,0.07
21/08/2010,0.07
22/08/2010,0.07
23/08/2010,0.06
24/08/2010,0.06
25/08/2010,0.06
26/08/2010,0.06
27/08/2010,0.06
28/08/2010,0.06
29/08/2010,0.06
30/08/2010,0.06
31/08/2010,0.06
01/09/2010,0.06
02/09/2010,0.06
03/09/2010,0.06
04/09/2010,0.06
05/09/2010,0.06
06/09/2010,0.06
07/09/2010,0.06
08/09/2010,0.06
09/09/2010,0.06
10/09/2010,0.06
11/09/2010,0.06
12/09/2010,0.06
13/09/2010,0.06
14/09/2010,0.06
15/09/2010,0.06
16/09/2010,0.06
17/09/2010,0.06
18/09/2010,0.06
19/09/2010,0.06
20/09/2010,0.06
21/09/2010,0.06
22/09/2010,0.06
23/09/2010,0.06
24/09/2010,0.06
25/09/2010,0.06
26/09/2010,0.06
27/09/2010,0.06
28/09/2010,0.06
29/09/2010,0.06
30/09/2010,0.06
01/10/2010,0.06
02/10/2010,0.06
03/10/2010,0.06
04/10/2010,0.06
05/10/2010,0.06
06/10/2010,0.06
07/10/2010,0.07
08/10/2010,0.09
09/10/2010,0.09
10/10/2010,0.1
11/10/2010,0.1
12/10/2010,0.09
13/10/2010,0.1
14/10/2010,0.1
15/10/2010,0.1
16/10/2010,0.1
17/10/2010,0.1
18/10/2010,0.1
19/10/2010,0.1
20/10/2010,0.1
21/10/2010,0.11
22/10/2010,0.1
23/10/2010,0.11
24/10/2010,0.12
25/10/2010,0.13
26/10/2010,0.15
27/10/2010,0.19
28/10/2010,0.17
29/10/2010,0.19
30/10/2010,0.2
31/10/2010,0.19
01/11/2010,0.2
02/11/2010,0.19
03/11/2010,0.19
04/11/2010,0.23
05/11/2010,0.26
06/11/2010,0.39
07/11/2010,0.34
08/11/2010,0.24
09/11/2010,0.21
10/11/2010,0.24
11/11/2010,0.22
12/11/2010,0.27
13/11/2010,0.28
14/11/2010,0.28
15/11/2010,0.27
16/11/2010,0.22
17/11/2010,0.23
18/11/2010,0.27
19/11/2010,0.28
20/11/2010,0.28
21/11/2010,0.28
22/11/2010,0.29
23/11/2010,0.28
24/11/2010,0.28
25/11/2010,0.28
26/11/2010,0.28
27/11/2010,0.28
28/11/2010,0.27
29/11/2010,0.23
30/11/2010,0.21
01/12/2010,0.23
02/12/2010,0.26
03/12/2010,0.25
04/12/2010,0.2
05/12/2010,0.19
06/12/2010,0.2
07/12/2010,0.23
08/12/2010,0.24
09/12/2010,0.2
10/12/2010,0.2
11/12/2010,0.23
12/12/2010,0.22
13/12/2010,0.23
14/12/2010,0.25
15/12/2010,0.24
16/12/2010,0.25
17/12/2010,0.24
18/12/2010,0.24
19/12/2010,0.24
20/12/2010,0.27
21/12/2010,0.24
22/12/2010,0.25
23/12/2010,0.25
24/12/2010,0.25
25/12/2010,0.25
26/12/2010,0.26
27/12/2010,0.26
28/12/2010,0.28
29/12/2010,0.3
30/12/2010,0.3
31/12/2010,0.3
01/01/2011,0.3
02/01/2011,0.3
03/01/2011,0.3
04/01/2011,0.3
05/01/2011,0.3
06/01/2011,0.3
07/01/2011,0.32
08/01/2011,0.32
09/01/2011,0.32
10/01/2011,0.33
11/01/2011,0.33
12/01/2011,0.32
13/01/2011,0.32
14/01/2011,0.4
15/01/2011,0.39
16/01/2011,0.39
17/01/2011,0.35
18/01/2011,0.31
19/01/2011,0.31
20/01/2011,0.39
21/01/2011,0.42
22/01/2011,0.44
23/01/2011,0.44
24/01/2011,0.42
25/01/2011,0.41
26/01/2011,0.42
27/01/2011,0.42
28/01/2011,0.45
29/01/2011,0.44
30/01/2011,0.48
31/01/2011,0.52
01/02/2011,0.7
02/02/2011,0.72
03/02/2011,0.69
04/02/2011,0.81
05/02/2011,0.92
06/02/2011,0.9
07/02/2011,0.89
08/02/2011,0.92
09/02/2011,1.09
10/02/2011,0.98
11/02/2011,1.07
12/02/2011,1.08
13/02/2011,1.05
14/02/2011,1.07
15/02/2011,1.05
16/02/2011,1.04
17/02/2011,1.04
18/02/2011,0.9
19/02/2011,0.95
20/02/2011,0.85
21/02/2011,0.83
22/02/2011,0.87
23/02/2011,0.9
24/02/2011,1.0
25/02/2011,0.91
26/02/2011,0.96
27/02/2011,0.89
28/02/2011,0.86
01/03/2011,0.92
02/03/2011,0.94
03/03/2011,0.94
04/03/2011,0.9
05/03/2011,0.91
06/03/2011,0.9
07/03/2011,0.88
08/03/2011,0.87
09/03/2011,0.86
10/03/2011,0.93
11/03/2011,0.88
12/03/2011,0.92
13/03/2011,0.89
14/03/2011,0.89
15/03/2011,0.87
16/03/2011,0.86
17/03/2011,0.83
18/03/2011,0.82
19/03/2011,0.76
20/03/2011,0.74
21/03/2011,0.76
22/03/2011,0.81
23/03/2011,0.85
24/03/2011,0.87
25/03/2011,0.88
26/03/2011,0.86
27/03/2011,0.82
28/03/2011,0.8
29/03/2011,0.79
30/03/2011,0.79
31/03/2011,0.78
01/04/2011,0.77
02/04/2011,0.78
03/04/2011,0.78
04/04/2011,0.68
05/04/2011,0.71
06/04/2011,0.74
07/04/2011,0.75
08/04/2011,0.75
09/04/2011,0.73
10/04/2011,0.74
11/04/2011,0.77
12/04/2011,0.86
13/04/2011,0.92
14/04/2011,1.0
15/04/2011,0.99
16/04/2011,1.05
17/04/2011,1.11
18/04/2011,1.16
19/04/2011,1.2
20/04/2011,1.14
21/04/2011,1.21
22/04/2011,1.41
23/04/2011,1.7
24/04/2011,1.63
25/04/2011,1.56
26/04/2011,1.79
27/04/2011,1.9
28/04/2011,2.21
29/04/2011,2.88
30/04/2011,3.5
01/05/2011,3.03
02/05/2011,3.2
03/05/2011,3.41
04/05/2011,3.41
05/05/2011,3.33
06/05/2011,3.45
07/05/2011,3.64
08/05/2011,3.87
09/05/2011,3.8
10/05/2011,5.81
11/05/2011,5.5
12/05/2011,6.3
13/05/2011,8.2
14/05/2011,7.2
15/05/2011,6.99
16/05/2011,8.03
17/05/2011,7.19
18/05/2011,6.88
19/05/2011,6.8
20/05/2011,5.59
21/05/2011,6.12
22/05/2011,6.69
23/05/2011,7.15
24/05/2011,7.42
25/05/2011,8.4
26/05/2011,8.8
27/05/2011,8.5
28/05/2011,8.3
29/05/2011,8.43
30/05/2011,8.8
31/05/2011,8.74
01/06/2011,9.57
02/06/2011,10.6
03/06/2011,14.29
04/06/2011,18.89
05/06/2011,16.7
06/06/2011,18.55
07/06/2011,23.92
08/06/2011,29.6
09/06/2011,28.92
10/06/2011,23.95
11/06/2011,14.65
12/06/2011,18.55
13/06/2011,19.84
14/06/2011,19.28
15/06/2011,19.49
16/06/2011,17.0
17/06/2011,15.68
18/06/2011,16.89
19/06/2011,17.51
20/06/2011,17.51
21/06/2011,17.51
22/06/2011,17.51
23/06/2011,17.51
24/06/2011,17.51
25/06/2011,17.51
26/06/2011,16.45
27/06/2011,16.75
28/06/2011,16.95
29/06/2011,16.84
30/06/2011,16.1
01/07/2011,15.4
02/07/2011,15.4
03/07/2011,15.44
04/07/2011,13.86
05/07/2011,12.91
06/07/2011,14.78
07/07/2011,14.78
08/07/2011,14.31
09/07/2011,14.38
10/07/2011,14.9
11/07/2011,14.21
12/07/2011,14.01
13/07/2011,13.95
14/07/2011,13.99
15/07/2011,13.81
16/07/2011,13.72
17/07/2011,13.16
18/07/2011,13.48
19/07/2011,13.85
20/07/2011,13.69
21/07/2011,13.61
22/07/2011,13.7
23/07/2011,13.68
24/07/2011,13.98
25/07/2011,14.05
26/07/2011,13.88
27/07/2011,13.94
28/07/2011,13.49
29/07/2011,13.5
30/07/2011,13.53
31/07/2011,13.35
01/08/2011,13.09
02/08/2011,12.05
03/08/2011,9.26
04/08/2011,10.75
05/08/2011,9.8
06/08/2011,6.55
07/08/2011,7.9
08/08/2011,7.8
09/08/2011,9.99
10/08/2011,9.98
11/08/2011,9.46
12/08/2011,9.46
13/08/2011,10.13
14/08/2011,10.8
15/08/2011,11.15
16/08/2011,10.96
17/08/2011,10.95
18/08/2011,10.83
19/08/2011,11.65
20/08/2011,11.45
21/08/2011,11.31
22/08/2011,10.9
23/08/2011,10.94
24/08/2011,10.85
25/08/2011,9.66
26/08/2011,8.18
27/08/2011,8.59
28/08/2011,9.07
29/08/2011,8.97
30/08/2011,8.79
31/08/2011,8.2
01/09/2011,8.21
02/09/2011,8.64
03/09/2011,8.48
04/09/2011,8.18
05/09/2011,7.61
06/09/2011,6.86
07/09/2011,7.19
08/09/2011,6.53
09/09/2011,5.03
10/09/2011,4.77
11/09/2011,5.86
12/09/2011,6.08
13/09/2011,5.8
14/09/2011,5.62
15/09/2011,4.84
16/09/2011,4.82
17/09/2011,4.77
18/09/2011,5.2
19/09/2011,5.46
20/09/2011,6.11
21/09/2011,5.61
22/09/2011,5.43
23/09/2011,5.55
24/09/2011,5.47
25/09/2011,5.33
26/09/2011,4.87
27/09/2011,4.92
28/09/2011,4.77
29/09/2011,4.78
30/09/2011,5.14
01/10/2011,5.03
02/10/2011,5.03
03/10/2011,5.02
04/10/2011,4.96
05/10/2011,4.87
06/10/2011,4.73
07/10/2011,4.27
08/10/2011,4.01
09/10/2011,4.1
10/10/2011,4.1
11/10/2011,3.93
12/10/2011,4.15
13/10/2011,4.05
14/10/2011,3.99
15/10/2011,3.84
16/10/2011,3.56
17/10/2011,2.56
18/10/2011,2.42
19/10/2011,2.27
20/10/2011,2.35
21/10/2011,2.57
22/10/2011,3.16
23/10/2011,3.17
24/10/2011,2.54
25/10/2011,2.77
26/10/2011,2.77
27/10/2011,3.04
28/10/2011,3.19
29/10/2011,3.58
30/10/2011,3.27
31/10/2011,3.25
01/11/2011,3.15
02/11/2011,3.25
03/11/2011,3.15
04/11/2011,3.11
05/11/2011,2.97
06/11/2011,2.96
07/11/2011,3.01
08/11/2011,3.04
09/11/2011,2.95
10/11/2011,2.84
11/11/2011,3.08
12/11/2011,3.03
13/11/2011,3.0
14/11/2011,2.22
15/11/2011,2.33
16/11/2011,2.56
17/11/2011,2.25
18/11/2011,2.05
19/11/2011,2.2
20/11/2011,2.2
21/11/2011,2.29
22/11/2011,2.33
23/11/2011,2.33
24/11/2011,2.43
25/11/2011,2.51
26/11/2011,2.47
27/11/2011,2.48
28/11/2011,2.55
29/11/2011,2.75
30/11/2011,2.97
01/12/2011,3.06
02/12/2011,3.12
03/12/2011,2.79
04/12/2011,2.83
05/12/2011,2.88
06/12/2011,3.03
07/12/2011,2.99
08/12/2011,2.98
09/12/2011,2.97
10/12/2011,3.05
11/12/2011,3.25
12/12/2011,3.14
13/12/2011,3.25
14/12/2011,3.15
15/12/2011,3.2
16/12/2011,3.2
17/12/2011,3.2
18/12/2011,3.19
19/12/2011,3.52
20/12/2011,3.95
21/12/2011,3.89
22/12/2011,3.89
23/12/2011,3.95
24/12/2011,3.94
25/12/2011,4.22
26/12/2011,4.02
27/12/2011,4.07
28/12/2011,4.19
29/12/2011,4.17
30/12/2011,4.25
31/12/2011,4.72
01/01/2012,5.27
02/01/2012,5.22
03/01/2012,4.88
04/01/2012,5.57
05/01/2012,6.95
06/01/2012,6.7
07/01/2012,6.81
08/01/2012,7.11
09/01/2012,6.33
10/01/2012,6.36
11/01/2012,6.9
12/01/2012,6.8
13/01/2012,6.41
14/01/2012,6.75
15/01/2012,7.0
16/01/2012,6.68
17/01/2012,5.6
18/01/2012,5.92
19/01/2012,6.36
20/01/2012,6.49
21/01/2012,6.18
22/01/2012,6.31
23/01/2012,6.36
24/01/2012,6.29
25/01/2012,5.75
26/01/2012,5.34
27/01/2012,5.29
28/01/2012,5.63
29/01/2012,5.38
30/01/2012,5.49
31/01/2012,5.48
01/02/2012,6.08
02/02/2012,6.1
03/02/2012,5.96
04/02/2012,5.87
05/02/2012,5.69
06/02/2012,5.45
07/02/2012,5.69
08/02/2012,5.6
09/02/2012,5.83
10/02/2012,5.91
11/02/2012,5.6
12/02/2012,5.51
13/02/2012,5.26
14/02/2012,4.46
15/02/2012,4.33
16/02/2012,4.27
17/02/2012,4.41
18/02/2012,4.22
19/02/2012,4.39
20/02/2012,4.36
21/02/2012,4.27
22/02/2012,4.42
23/02/2012,5.01
24/02/2012,5.03
25/02/2012,4.77
26/02/2012,4.92
27/02/2012,4.96
28/02/2012,4.87
29/02/2012,4.86
01/03/2012,4.92
02/03/2012,4.7
03/03/2012,4.61
04/03/2012,4.82
05/03/2012,4.98
06/03/2012,4.99
07/03/2012,4.94
08/03/2012,4.93
09/03/2012,4.86
10/03/2012,4.83
11/03/2012,4.91
12/03/2012,4.89
13/03/2012,5.27
14/03/2012,5.38
15/03/2012,5.33
16/03/2012,5.34
17/03/2012,5.22
18/03/2012,5.28
19/03/2012,4.69
20/03/2012,4.84
21/03/2012,4.81
22/03/2012,4.7
23/03/2012,4.69
24/03/2012,4.68
25/03/2012,4.55
26/03/2012,4.62
27/03/2012,4.81
28/03/2012,4.79
29/03/2012,4.81
30/03/2012,4.86
31/03/2012,4.91
01/04/2012,4.83
02/04/2012,4.97
03/04/2012,4.95
04/04/2012,4.91
05/04/2012,4.92
06/04/2012,4.95
07/04/2012,4.69
08/04/2012,4.79
09/04/2012,4.87
10/04/2012,4.84
11/04/2012,4.93
12/04/2012,4.92
13/04/2012,4.94
14/04/2012,4.96
15/04/2012,4.97
16/04/2012,4.93
17/04/2012,4.98
18/04/2012,5.12
19/04/2012,5.14
20/04/2012,5.35
21/04/2012,5.26
22/04/2012,5.2
23/04/2012,4.96
24/04/2012,5.1
25/04/2012,5.13
26/04/2012,5.1
27/04/2012,5.11
28/04/2012,4.98
29/04/2012,4.9
30/04/2012,4.95
01/05/2012,5.0
02/05/2012,5.07
03/05/2012,5.13
04/05/2012,5.07
05/05/2012,5.08
06/05/2012,5.05
07/05/2012,5.06
08/05/2012,5.05
09/05/2012,5.04
10/05/2012,4.85
11/05/2012,4.96
12/05/2012,4.95
13/05/2012,4.93
14/05/2012,5.01
15/05/2012,5.04
16/05/2012,5.09
17/05/2012,5.1
18/05/2012,5.12
19/05/2012,5.1
20/05/2012,5.09
21/05/2012,5.1
22/05/2012,5.1
23/05/2012,5.14
24/05/2012,5.12
25/05/2012,5.15
26/05/2012,5.1
27/05/2012,5.14
28/05/2012,5.14
29/05/2012,5.15
30/05/2012,5.14
31/05/2012,5.18
01/06/2012,5.27
02/06/2012,5.25
03/06/2012,5.21
04/06/2012,5.27
05/06/2012,5.44
06/06/2012,5.46
07/06/2012,5.59
08/06/2012,5.63
09/06/2012,5.56
10/06/2012,5.47
11/06/2012,5.57
12/06/2012,5.7
13/06/2012,5.93
14/06/2012,5.95
15/06/2012,6.5
16/06/2012,6.4
17/06/2012,6.16
18/06/2012,6.31
19/06/2012,6.5
20/06/2012,6.67
21/06/2012,6.68
22/06/2012,6.55
23/06/2012,6.43
24/06/2012,6.35
25/06/2012,6.3
26/06/2012,6.42
27/06/2012,6.65
28/06/2012,6.61
29/06/2012,6.65
30/06/2012,6.69
01/07/2012,6.63
02/07/2012,6.76
03/07/2012,6.45
04/07/2012,6.51
05/07/2012,6.67
06/07/2012,6.65
07/07/2012,6.76
08/07/2012,6.8
09/07/2012,7.02
10/07/2012,7.2
11/07/2012,7.15
12/07/2012,7.76
13/07/2012,7.67
14/07/2012,7.54
15/07/2012,7.62
16/07/2012,8.5
17/07/2012,8.8
18/07/2012,9.11
19/07/2012,8.87
20/07/2012,8.52
21/07/2012,8.85
22/07/2012,8.41
23/07/2012,8.45
24/07/2012,8.6
25/07/2012,8.8
26/07/2012,8.9
27/07/2012,8.9
28/07/2012,8.89
29/07/2012,8.71
30/07/2012,9.1
31/07/2012,9.35
01/08/2012,9.55
02/08/2012,10.53
03/08/2012,10.97
04/08/2012,10.98
05/08/2012,10.87
06/08/2012,10.86
07/08/2012,11.1
08/08/2012,11.06
09/08/2012,11.06
10/08/2012,11.39
11/08/2012,11.51
12/08/2012,11.62
13/08/2012,12.04
14/08/2012,12.19
15/08/2012,13.25
16/08/2012,13.5
17/08/2012,11.58
18/08/2012,11.61
19/08/2012,8.0
20/08/2012,10.1
21/08/2012,9.91
22/08/2012,9.81
23/08/2012,10.1
24/08/2012,10.6
25/08/2012,10.52
26/08/2012,10.61
27/08/2012,10.95
28/08/2012,10.94
29/08/2012,10.92
30/08/2012,10.78
31/08/2012,10.16
01/09/2012,9.97
02/09/2012,10.2
03/09/2012,10.53
04/09/2012,10.38
05/09/2012,11.0
06/09/2012,11.18
07/09/2012,11.0
08/09/2012,11.04
09/09/2012,11.02
10/09/2012,11.17
11/09/2012,11.33
12/09/2012,11.36
13/09/2012,11.4
14/09/2012,11.67
15/09/2012,11.75
16/09/2012,11.87
17/09/2012,11.89
18/09/2012,12.25
19/09/2012,12.57
20/09/2012,12.28
21/09/2012,12.37
22/09/2012,12.24
23/09/2012,12.19
24/09/2012,12.1
25/09/2012,12.2
26/09/2012,12.27
27/09/2012,12.31
28/09/2012,12.39
29/09/2012,12.36
30/09/2012,12.4
01/10/2012,12.4
02/10/2012,12.84
03/10/2012,12.89
04/10/2012,12.85
05/10/2012,12.69
06/10/2012,12.5
07/10/2012,11.8
08/10/2012,11.78
09/10/2012,11.9
10/10/2012,12.12
11/10/2012,12.03
12/10/2012,12.0
13/10/2012,11.86
14/10/2012,11.74
15/10/2012,11.84
16/10/2012,11.85
17/10/2012,11.81
18/10/2012,11.94
19/10/2012,11.74
20/10/2012,11.74
21/10/2012,11.63
22/10/2012,11.71
23/10/2012,11.65
24/10/2012,11.65
25/10/2012,10.86
26/10/2012,10.17
27/10/2012,10.26
28/10/2012,10.7
29/10/2012,10.6
30/10/2012,10.89
31/10/2012,11.2
01/11/2012,10.57
02/11/2012,10.47
03/11/2012,10.64
04/11/2012,10.8
05/11/2012,10.75
06/11/2012,10.9
07/11/2012,10.92
08/11/2012,10.92
09/11/2012,10.82
10/11/2012,10.89
11/11/2012,10.87
12/11/2012,11.01
13/11/2012,10.95
14/11/2012,10.95
15/11/2012,11.2
16/11/2012,11.75
17/11/2012,11.79
18/11/2012,11.65
19/11/2012,11.8
20/11/2012,11.73
21/11/2012,11.77
22/11/2012,12.42
23/11/2012,12.34
24/11/2012,12.41
25/11/2012,12.48
26/11/2012,12.25
27/11/2012,12.2
28/11/2012,12.35
29/11/2012,12.45
30/11/2012,12.56
01/12/2012,12.56
02/12/2012,12.5
03/12/2012,12.68
04/12/2012,13.41
05/12/2012,13.38
06/12/2012,13.3
07/12/2012,13.5
08/12/2012,13.42
09/12/2012,13.39
10/12/2012,13.43
11/12/2012,13.56
12/12/2012,13.7
13/12/2012,13.7
14/12/2012,13.6
15/12/2012,13.49
16/12/2012,13.3
17/12/2012,13.25
18/12/2012,13.3
19/12/2012,13.6
20/12/2012,13.52
21/12/2012,13.5
22/12/2012,13.37
23/12/2012,13.31
24/12/2012,13.38
25/12/2012,13.35
26/12/2012,13.47
27/12/2012,13.42
28/12/2012,13.42
29/12/2012,13.4
30/12/2012,13.45
31/12/2012,13.51
01/01/2013,13.3
02/01/2013,13.28
03/01/2013,13.4
04/01/2013,13.5
05/01/2013,13.44
06/01/2013,13.45
07/01/2013,13.59
08/01/2013,13.74
09/01/2013,13.77
10/01/2013,14.14
11/01/2013,14.14
12/01/2013,14.24
13/01/2013,14.12
14/01/2013,14.3
15/01/2013,14.25
16/01/2013,14.73
17/01/2013,15.5
18/01/2013,15.7
19/01/2013,15.62
20/01/2013,15.7
21/01/2013,16.8
22/01/2013,17.26
23/01/2013,17.5
24/01/2013,16.9
25/01/2013,17.4
26/01/2013,17.88
27/01/2013,17.82
28/01/2013,18.72
29/01/2013,19.53
30/01/2013,19.7
31/01/2013,20.41
01/02/2013,20.5
02/02/2013,19.63
03/02/2013,20.59
04/02/2013,20.43
05/02/2013,20.6
06/02/2013,21.18
07/02/2013,22.15
08/02/2013,22.66
09/02/2013,23.65
10/02/2013,23.97
11/02/2013,24.65
12/02/2013,25.17
13/02/2013,24.2
14/02/2013,27.22
15/02/2013,27.1
16/02/2013,27.22
17/02/2013,26.81
18/02/2013,26.95
19/02/2013,29.42
20/02/2013,29.64
21/02/2013,29.75
22/02/2013,30.25
23/02/2013,29.8
24/02/2013,29.89
25/02/2013,30.4
26/02/2013,31.1
27/02/2013,30.9
28/02/2013,33.38
01/03/2013,34.5
02/03/2013,34.25
03/03/2013,34.5
04/03/2013,36.15
05/03/2013,40.33
06/03/2013,41.02
07/03/2013,42.0
08/03/2013,44.18
09/03/2013,46.85
10/03/2013,46.0
11/03/2013,48.4
12/03/2013,44.29
13/03/2013,46.92
14/03/2013,47.17
15/03/2013,46.95
16/03/2013,47.0
17/03/2013,47.4
18/03/2013,51.6
19/03/2013,59.14
20/03/2013,64.49
21/03/2013,70.85
22/03/2013,69.86
23/03/2013,64.35
24/03/2013,71.5
25/03/2013,73.6
26/03/2013,78.5
27/03/2013,88.92
28/03/2013,86.18
29/03/2013,90.5
